id,employeeEntityId,name,gender,profileImageUrl,dateOfBirth,placeOfBirth,region,countryOfBirth,zanId,phoneNumber,contactAddress,zssfNumber,payrollNumber,cadre,salaryScale,ministry,department,appointmentType,contractType,recentTitleDate,currentReportingOffice,currentWorkplace,employmentDate,confirmationDate,retirementDate,status,ardhilHaliUrl,confirmationLetterUrl,jobContractUrl,birthCertificateUrl,institutionId
emp_042,emp_entity_42,Land Officer Omar Said,Male,https://placehold.co/150x150.png?text=LOOS,1975-09-04 21:00:00,Wete,Kaskazini Pemba,Tanzania,1908000420,0777-266636,"P.O. Box 4239, Chake Chake, Zanzibar",ZSSF042,PAY0042,Land Officer,ZPS 4.2,WIZARA YA ARDHI NA MAENDELEO YA MAKAAZI ZANZIBAR,Land Administration,Permanent,Full-time,2002-11-18 21:00:00,Director of Land Administration,Head Office,2002-11-18 21:00:00,2003-11-18 21:00:00,2035-09-04 21:00:00,Confirmed,https://placehold.co/ardhil-hali-42.pdf,https://placehold.co/confirmation-42.pdf,https://placehold.co/contract-42.pdf,https://placehold.co/birth-cert-42.pdf,cmd06xe3y000ue6bqzqkztrsa
emp_043,emp_entity_43,Journalist Ali Omar,Male,https://placehold.co/150x150.png?text=JAO,1983-04-06 21:00:00,Mkoani,Kaskazini Pemba,Tanzania,1905920430,0777-524495,"P.O. Box 7910, Vitongoji, Zanzibar",ZSSF043,PAY0043,Principal Secretary,ZPS 8.1,"WIZARA YA HABARI, VIJANA, UTAMADUNI NA MICHEZO",Information Policy,Permanent,Full-time,2010-10-11 21:00:00,Director of Information Policy,Head Office,2010-10-11 21:00:00,2011-10-11 21:00:00,2043-04-06 21:00:00,Confirmed,https://placehold.co/ardhil-hali-43.pdf,https://placehold.co/confirmation-43.pdf,https://placehold.co/contract-43.pdf,https://placehold.co/birth-cert-43.pdf,cmd06xe3l000oe6bq5drrocqt
emp_044,emp_entity_44,Dr. Mwanajuma Ali,Female,https://placehold.co/150x150.png?text=DMA,1960-08-22 21:00:00,Mahonda,Kusini Pemba,Tanzania,1906970440,0777-150809,"P.O. Box 9463, Kizimbani, Zanzibar",ZSSF044,PAY0044,Director of Youth,ZPS 6.1,"WIZARA YA HABARI, VIJANA, UTAMADUNI NA MICHEZO",Youth Development,Permanent,Full-time,2001-03-16 21:00:00,Director of Youth Development,Head Office,2001-03-16 21:00:00,2002-03-16 21:00:00,2020-08-22 21:00:00,Confirmed,https://placehold.co/ardhil-hali-44.pdf,https://placehold.co/confirmation-44.pdf,https://placehold.co/contract-44.pdf,https://placehold.co/birth-cert-44.pdf,cmd06xe3l000oe6bq5drrocqt
emp_045,emp_entity_45,Sports Officer Hassan,Male,https://placehold.co/150x150.png?text=SOH,1976-08-16 21:00:00,Mahonda,Kaskazini Unguja,Tanzania,1908020450,0777-216843,"P.O. Box 2727, Kizimbani, Zanzibar",ZSSF045,PAY0045,Sports Officer,ZPS 4.2,"WIZARA YA HABARI, VIJANA, UTAMADUNI NA MICHEZO",Sports,Permanent,Full-time,2014-12-15 21:00:00,Director of Sports,Head Office,2014-12-15 21:00:00,2015-12-15 21:00:00,2036-08-16 21:00:00,Confirmed,https://placehold.co/ardhil-hali-45.pdf,https://placehold.co/confirmation-45.pdf,https://placehold.co/contract-45.pdf,https://placehold.co/birth-cert-45.pdf,cmd06xe3l000oe6bq5drrocqt
emp_046,emp_entity_46,Marine Biologist Said,Male,https://placehold.co/150x150.png?text=MBS,1970-06-05 21:00:00,Kizimbani,Kaskazini Pemba,Tanzania,1905940460,0777-187279,"P.O. Box 6050, Mkoani, Zanzibar",ZSSF046,PAY0046,Principal Secretary,ZPS 8.1,WIZARA YA UCHUMI WA BULUU NA UVUVI,Blue Economy,Permanent,Full-time,2018-11-30 21:00:00,Director of Blue Economy,Head Office,2018-11-30 21:00:00,2019-11-30 21:00:00,2030-06-05 21:00:00,Confirmed,https://placehold.co/ardhil-hali-46.pdf,https://placehold.co/confirmation-46.pdf,https://placehold.co/contract-46.pdf,https://placehold.co/birth-cert-46.pdf,cmd06xe3r000re6bqum8g62id
emp_047,emp_entity_47,Dr. Amina Juma,Female,https://placehold.co/150x150.png?text=DAJ,1986-01-22 21:00:00,Wete,Kusini Unguja,Tanzania,1906990470,0777-944894,"P.O. Box 9610, Kizimbani, Zanzibar",ZSSF047,PAY0047,Director of Fisheries,ZPS 6.1,WIZARA YA UCHUMI WA BULUU NA UVUVI,Fisheries,Permanent,Full-time,2008-05-06 21:00:00,Director of Fisheries,Head Office,2008-05-06 21:00:00,2009-05-06 21:00:00,2046-01-22 21:00:00,Confirmed,https://placehold.co/ardhil-hali-47.pdf,https://placehold.co/confirmation-47.pdf,https://placehold.co/contract-47.pdf,https://placehold.co/birth-cert-47.pdf,cmd06xe3r000re6bqum8g62id
emp_048,emp_entity_48,Fisheries Officer Omar,Male,https://placehold.co/150x150.png?text=FOO,1988-07-04 21:00:00,Kizimbani,Kusini Unguja,Tanzania,1908040480,0777-758201,"P.O. Box 7233, Bububu, Zanzibar",ZSSF048,PAY0048,Fisheries Officer,ZPS 4.2,WIZARA YA UCHUMI WA BULUU NA UVUVI,Marine Resources,Permanent,Full-time,2016-04-12 21:00:00,Director of Marine Resources,Head Office,2016-04-12 21:00:00,2017-04-12 21:00:00,2048-07-04 21:00:00,Confirmed,https://placehold.co/ardhil-hali-48.pdf,https://placehold.co/confirmation-48.pdf,https://placehold.co/contract-48.pdf,https://placehold.co/birth-cert-48.pdf,cmd06xe3r000re6bqum8g62id
emp_049,emp_entity_49,Social Worker Fatma,Female,https://placehold.co/150x150.png?text=SWF,1981-06-17 21:00:00,Bububu,Kusini Pemba,Tanzania,1905960490,0777-211708,"P.O. Box 4756, Wete, Zanzibar",ZSSF049,PAY0049,Principal Secretary,ZPS 8.1,"WIZARA YA MAENDELEO YA JAMII,JINSIA,WAZEE NA WATOTO",Social Policy,Permanent,Full-time,2012-03-31 21:00:00,Director of Social Policy,Head Office,2012-03-31 21:00:00,2013-03-31 21:00:00,2041-06-17 21:00:00,Confirmed,https://placehold.co/ardhil-hali-49.pdf,https://placehold.co/confirmation-49.pdf,https://placehold.co/contract-49.pdf,https://placehold.co/birth-cert-49.pdf,cmd06xe270003e6bq0wm0v3c7
emp_051,emp_entity_51,Child Protection Officer,Male,https://placehold.co/150x150.png?text=CPO,1986-09-03 21:00:00,Kizimbani,Kusini Pemba,Tanzania,1908060510,0777-670950,"P.O. Box 9313, Mahonda, Zanzibar",ZSSF051,PAY0051,Child Protection Officer,ZPS 4.2,"WIZARA YA MAENDELEO YA JAMII,JINSIA,WAZEE NA WATOTO",Child Welfare,Permanent,Full-time,2000-03-23 21:00:00,Director of Child Welfare,Head Office,2000-03-23 21:00:00,,2046-09-03 21:00:00,On Probation,https://placehold.co/ardhil-hali-51.pdf,,https://placehold.co/contract-51.pdf,https://placehold.co/birth-cert-51.pdf,cmd06xe270003e6bq0wm0v3c7
emp_052,emp_entity_52,Auditor General Hassan,Male,https://placehold.co/150x150.png?text=AGH,1983-03-04 21:00:00,Kizimbani,Kaskazini Pemba,Tanzania,1905980520,0777-403637,"P.O. Box 6199, Mahonda, Zanzibar",ZSSF052,PAY0052,Auditor General,ZPS 9.1,OFISI YA MKAGUZI MKUU WA NDANI WA SERIKALI,Audit,Permanent,Full-time,2020-08-22 21:00:00,Director of Audit,Head Office,2020-08-22 21:00:00,2021-08-22 21:00:00,2043-03-04 21:00:00,Confirmed,https://placehold.co/ardhil-hali-52.pdf,https://placehold.co/confirmation-52.pdf,https://placehold.co/contract-52.pdf,https://placehold.co/birth-cert-52.pdf,cmd06xe2e0006e6bqvjfhq32c
emp_053,emp_entity_53,Senior Auditor Amina,Female,https://placehold.co/150x150.png?text=SAA,1961-02-20 21:00:00,Mkoani,Mjini Magharibi,Tanzania,1907030530,0777-917805,"P.O. Box 1995, Stone Town, Zanzibar",ZSSF053,PAY0053,Senior Auditor,ZPS 5.2,OFISI YA MKAGUZI MKUU WA NDANI WA SERIKALI,Financial Audit,Permanent,Full-time,2005-04-11 21:00:00,Director of Financial Audit,Head Office,2005-04-11 21:00:00,2006-04-11 21:00:00,2021-02-20 21:00:00,Confirmed,https://placehold.co/ardhil-hali-53.pdf,https://placehold.co/confirmation-53.pdf,https://placehold.co/contract-53.pdf,https://placehold.co/birth-cert-53.pdf,cmd06xe2e0006e6bqvjfhq32c
emp_054,emp_entity_54,IT Manager Omar Ali,Male,https://placehold.co/150x150.png?text=IMOA,1967-09-22 21:00:00,Chake Chake,Mjini Magharibi,Tanzania,1908080540,0777-546302,"P.O. Box 9980, Mahonda, Zanzibar",ZSSF054,PAY0054,IT Manager,ZPS 5.1,WAKALA WA SERIKALI MTANDAO (eGAZ),ICT,Permanent,Full-time,2022-08-20 21:00:00,Director of ICT,Head Office,2022-08-20 21:00:00,2023-08-20 21:00:00,2027-09-22 21:00:00,Confirmed,https://placehold.co/ardhil-hali-54.pdf,https://placehold.co/confirmation-54.pdf,https://placehold.co/contract-54.pdf,https://placehold.co/birth-cert-54.pdf,cmd06xe2c0005e6bqulk6iu8g
emp_055,emp_entity_55,Records Manager Fatma,Female,https://placehold.co/150x150.png?text=RMF,1979-01-05 21:00:00,Chake Chake,Kusini Pemba,Tanzania,1907050550,0777-352857,"P.O. Box 9112, Mahonda, Zanzibar",ZSSF055,PAY0055,Records Manager,ZPS 5.1,TAASISI YA NYARAKA NA KUMBUKUMBU,Archives,Permanent,Full-time,2006-07-03 21:00:00,Director of Archives,Head Office,2006-07-03 21:00:00,2007-07-03 21:00:00,2039-01-05 21:00:00,Confirmed,https://placehold.co/ardhil-hali-55.pdf,https://placehold.co/confirmation-55.pdf,https://placehold.co/contract-55.pdf,https://placehold.co/birth-cert-55.pdf,cmd06xe2m0009e6bq0ps9u9ut
emp_059,emp_entity_59,CPA Amina Juma Hassan,Female,https://placehold.co/150x150.png?text=CA,1972-11-10 21:00:00,Mkokotoni,Kaskazini Pemba,Tanzania,1905700590,0777-763187,"P.O. Box 1943, Chake Chake, Zanzibar",ZSSF059,PAY0059,Registrar of Treasury,ZPS 7.2,Ofisi ya Msajili wa Hazina,Treasury Operations,Permanent,Full-time,2010-11-18 21:00:00,Director of Treasury Operations,Head Office,2010-11-18 21:00:00,2012-01-26 05:10:02.94,2032-11-10 21:00:00,Confirmed,https://placehold.co/ardhil-hali-59.pdf,https://placehold.co/confirmation-59.pdf,https://placehold.co/contract-59.pdf,https://placehold.co/birth-cert-59.pdf,cmd06xe1x0000e6bqalx28nja
emp_060,emp_entity_60,Accountant Said Ali Khamis,Male,https://placehold.co/150x150.png?text=AS,1972-07-04 21:00:00,Vitongoji,Kaskazini Unguja,Tanzania,1906750600,0777-696604,"P.O. Box 6794, Wete, Zanzibar",ZSSF060,PAY0060,Senior Accountant,ZPS 5.1,Ofisi ya Msajili wa Hazina,Financial Management,Permanent,Full-time,2000-08-21 21:00:00,Director of Financial Management,Head Office,2000-08-21 21:00:00,2001-09-11 11:12:39.998,2032-07-04 21:00:00,Confirmed,https://placehold.co/ardhil-hali-60.pdf,https://placehold.co/confirmation-60.pdf,https://placehold.co/contract-60.pdf,https://placehold.co/birth-cert-60.pdf,cmd06xe1x0000e6bqalx28nja
emp_061,emp_entity_61,Auditor Mwanajuma Omar,Female,https://placehold.co/150x150.png?text=AM,1982-08-06 21:00:00,Stone Town,Kusini Unguja,Tanzania,1907800610,0777-959438,"P.O. Box 4327, Chake Chake, Zanzibar",ZSSF061,PAY0061,Internal Auditor,ZPS 4.2,Ofisi ya Msajili wa Hazina,Internal Audit,Permanent,Full-time,2015-06-15 21:00:00,Director of Internal Audit,Head Office,2015-06-15 21:00:00,2016-10-04 19:58:02.417,2042-08-06 21:00:00,Confirmed,https://placehold.co/ardhil-hali-61.pdf,https://placehold.co/confirmation-61.pdf,https://placehold.co/contract-61.pdf,https://placehold.co/birth-cert-61.pdf,cmd06xe1x0000e6bqalx28nja
emp_062,emp_entity_62,Metrologist Dr. Hassan Ali,Male,https://placehold.co/150x150.png?text=MD,1969-04-10 21:00:00,Mkoani,Mjini Magharibi,Tanzania,1905720620,0777-236972,"P.O. Box 2510, Nungwi, Zanzibar",ZSSF062,PAY0062,Chief Metrologist,ZPS 6.2,Wakala wa Vipimo Zanzibar,Standards,Permanent,Full-time,2005-04-25 21:00:00,Director of Standards,Head Office,2005-04-25 21:00:00,2006-12-31 10:54:41.118,2029-04-10 21:00:00,Confirmed,https://placehold.co/ardhil-hali-62.pdf,https://placehold.co/confirmation-62.pdf,https://placehold.co/contract-62.pdf,https://placehold.co/birth-cert-62.pdf,cmd06xe250002e6bqp8aabk92
emp_063,emp_entity_63,Engineer Fatma Said Omar,Female,https://placehold.co/150x150.png?text=EF,1966-11-03 21:00:00,Stone Town,Kaskazini Unguja,Tanzania,1906770630,0777-872651,"P.O. Box 7372, Vitongoji, Zanzibar",ZSSF063,PAY0063,Calibration Engineer,ZPS 5.1,Wakala wa Vipimo Zanzibar,Calibration Services,Permanent,Full-time,2002-03-19 21:00:00,Director of Calibration Services,Head Office,2002-03-19 21:00:00,2003-08-16 00:27:43.407,2026-11-03 21:00:00,Confirmed,https://placehold.co/ardhil-hali-63.pdf,https://placehold.co/confirmation-63.pdf,https://placehold.co/contract-63.pdf,https://placehold.co/birth-cert-63.pdf,cmd06xe250002e6bqp8aabk92
emp_064,emp_entity_64,Technician Ahmed Hassan,Male,https://placehold.co/150x150.png?text=TA,1976-08-18 21:00:00,Mkokotoni,Mjini Magharibi,Tanzania,1907820640,0777-829773,"P.O. Box 3354, Stone Town, Zanzibar",ZSSF064,PAY0064,Laboratory Technician,ZPS 3.2,Wakala wa Vipimo Zanzibar,Testing Laboratory,Permanent,Full-time,2006-12-06 21:00:00,Director of Testing Laboratory,Head Office,2006-12-06 21:00:00,,2036-08-18 21:00:00,On Probation,https://placehold.co/ardhil-hali-64.pdf,,https://placehold.co/contract-64.pdf,https://placehold.co/birth-cert-64.pdf,cmd06xe250002e6bqp8aabk92
emp_065,emp_entity_65,Judge (Rtd) Ali Mohamed,Male,https://placehold.co/150x150.png?text=J(,1950-03-09 21:00:00,Kizimbani,Kaskazini Unguja,Tanzania,1905740650,0777-787602,"P.O. Box 1983, Stone Town, Zanzibar",ZSSF065,PAY0065,Chairman,ZPS 9.2,KAMISHENI YA UTUMISHI WA UMMA,Commission,Permanent,Full-time,1979-04-09 21:00:00,Director of Commission,Head Office,1979-04-09 21:00:00,1980-11-13 16:21:25.088,2010-03-09 21:00:00,Confirmed,https://placehold.co/ardhil-hali-65.pdf,https://placehold.co/confirmation-65.pdf,https://placehold.co/contract-65.pdf,https://placehold.co/birth-cert-65.pdf,cmd06xe2a0004e6bqwbtjm4x9
emp_067,emp_entity_67,HR Specialist Juma Ali,Male,https://placehold.co/150x150.png?text=HS,1966-11-09 21:00:00,Wete,Kaskazini Unguja,Tanzania,1907840670,0777-793057,"P.O. Box 5349, Mkoani, Zanzibar",ZSSF067,PAY0067,HR Development Officer,ZPS 5.2,KAMISHENI YA UTUMISHI WA UMMA,Human Resources,Permanent,Full-time,2001-05-17 21:00:00,Director of Human Resources,Head Office,2001-05-17 21:00:00,2003-05-05 14:13:36.219,2026-11-09 21:00:00,Confirmed,https://placehold.co/ardhil-hali-67.pdf,https://placehold.co/confirmation-67.pdf,https://placehold.co/contract-67.pdf,https://placehold.co/birth-cert-67.pdf,cmd06xe2a0004e6bqwbtjm4x9
emp_068,emp_entity_68,IT Director Dr. Omar Hassan,Male,https://placehold.co/150x150.png?text=ID,1974-03-05 21:00:00,Nungwi,Kaskazini Pemba,Tanzania,1905760680,0777-950797,"P.O. Box 3920, Kizimbani, Zanzibar",ZSSF068,PAY0068,Chief Technology Officer,ZPS 7.1,WAKALA WA SERIKALI MTANDAO (eGAZ),ICT Strategy,Permanent,Full-time,2009-03-12 21:00:00,Director of ICT Strategy,Head Office,2009-03-12 21:00:00,2010-09-29 03:49:39.713,2034-03-05 21:00:00,Confirmed,https://placehold.co/ardhil-hali-68.pdf,https://placehold.co/confirmation-68.pdf,https://placehold.co/contract-68.pdf,https://placehold.co/birth-cert-68.pdf,cmd06xe2c0005e6bqulk6iu8g
emp_069,emp_entity_69,Cyber Security Expert Amina,Female,https://placehold.co/150x150.png?text=CS,1984-01-08 21:00:00,Mkokotoni,Mjini Magharibi,Tanzania,1906810690,0777-448237,"P.O. Box 1695, Wete, Zanzibar",ZSSF069,PAY0069,Security Analyst,ZPS 6.1,WAKALA WA SERIKALI MTANDAO (eGAZ),Cyber Security,Permanent,Full-time,2012-06-22 21:00:00,Director of Cyber Security,Head Office,2012-06-22 21:00:00,2014-05-05 03:26:32.853,2044-01-08 21:00:00,Confirmed,https://placehold.co/ardhil-hali-69.pdf,https://placehold.co/confirmation-69.pdf,https://placehold.co/contract-69.pdf,https://placehold.co/birth-cert-69.pdf,cmd06xe2c0005e6bqulk6iu8g
emp_070,emp_entity_70,Web Developer Said Omar,Male,https://placehold.co/150x150.png?text=WD,1974-01-08 21:00:00,Chake Chake,Mjini Magharibi,Tanzania,1907860700,0777-949429,"P.O. Box 7549, Wete, Zanzibar",ZSSF070,PAY0070,Software Developer,ZPS 4.2,WAKALA WA SERIKALI MTANDAO (eGAZ),Development,Permanent,Full-time,2012-04-16 21:00:00,Director of Development,Head Office,2012-04-16 21:00:00,,2034-01-08 21:00:00,On Probation,https://placehold.co/ardhil-hali-70.pdf,,https://placehold.co/contract-70.pdf,https://placehold.co/birth-cert-70.pdf,cmd06xe2c0005e6bqulk6iu8g
emp_071,emp_entity_71,Database Admin Fatma Ali,Female,https://placehold.co/150x150.png?text=DA,1969-08-11 21:00:00,Chake Chake,Kusini Pemba,Tanzania,1908910710,0777-150361,"P.O. Box 5159, Chake Chake, Zanzibar",ZSSF071,PAY0071,Database Administrator,ZPS 5.1,WAKALA WA SERIKALI MTANDAO (eGAZ),Data Management,Permanent,Full-time,2003-01-27 21:00:00,Director of Data Management,Head Office,2003-01-27 21:00:00,2005-01-10 19:47:33.685,2029-08-11 21:00:00,Confirmed,https://placehold.co/ardhil-hali-71.pdf,https://placehold.co/confirmation-71.pdf,https://placehold.co/contract-71.pdf,https://placehold.co/birth-cert-71.pdf,cmd06xe2c0005e6bqulk6iu8g
emp_072,emp_entity_72,Surveyor General Hassan,Male,https://placehold.co/150x150.png?text=SG,1952-11-07 21:00:00,Mkoani,Kaskazini Unguja,Tanzania,1905780720,0777-412273,"P.O. Box 5923, Wete, Zanzibar",ZSSF072,PAY0072,Chairman,ZPS 8.2,Kamisheni ya Ardhi Zanzibar,Land Administration,Permanent,Full-time,1980-08-15 21:00:00,Director of Land Administration,Head Office,1980-08-15 21:00:00,1982-02-05 10:34:39.843,2012-11-07 21:00:00,Confirmed,https://placehold.co/ardhil-hali-72.pdf,https://placehold.co/confirmation-72.pdf,https://placehold.co/contract-72.pdf,https://placehold.co/birth-cert-72.pdf,cmd06xe2h0007e6bqta680e3b
emp_073,emp_entity_73,Land Lawyer Dr. Mwanajuma,Female,https://placehold.co/150x150.png?text=LL,1969-06-01 21:00:00,Vitongoji,Kusini Pemba,Tanzania,1906830730,0777-459325,"P.O. Box 1360, Wete, Zanzibar",ZSSF073,PAY0073,Legal Advisor,ZPS 6.2,Kamisheni ya Ardhi Zanzibar,Land Law,Permanent,Full-time,2006-03-04 21:00:00,Director of Land Law,Head Office,2006-03-04 21:00:00,2007-11-20 03:46:56.773,2029-06-01 21:00:00,Confirmed,https://placehold.co/ardhil-hali-73.pdf,https://placehold.co/confirmation-73.pdf,https://placehold.co/contract-73.pdf,https://placehold.co/birth-cert-73.pdf,cmd06xe2h0007e6bqta680e3b
emp_074,emp_entity_74,Cartographer Ahmed Said,Male,https://placehold.co/150x150.png?text=CA,1973-07-31 21:00:00,Wete,Kaskazini Pemba,Tanzania,1907880740,0777-577798,"P.O. Box 3292, Wete, Zanzibar",ZSSF074,PAY0074,Senior Cartographer,ZPS 5.1,Kamisheni ya Ardhi Zanzibar,Mapping,Permanent,Full-time,2004-01-16 21:00:00,Director of Mapping,Head Office,2004-01-16 21:00:00,2005-05-28 05:47:13.096,2033-07-31 21:00:00,Confirmed,https://placehold.co/ardhil-hali-74.pdf,https://placehold.co/confirmation-74.pdf,https://placehold.co/contract-74.pdf,https://placehold.co/birth-cert-74.pdf,cmd06xe2h0007e6bqta680e3b
emp_075,emp_entity_75,CPA Dr. Ali Hassan Omar,Male,https://placehold.co/150x150.png?text=CD,1977-07-19 21:00:00,Bububu,Mjini Magharibi,Tanzania,1905800750,0777-931022,"P.O. Box 2514, Stone Town, Zanzibar",ZSSF075,PAY0075,Accountant General,ZPS 8.2,Ofisi ya Mhasibu Mkuu wa Serikali,Government Accounting,Permanent,Full-time,2003-09-08 21:00:00,Director of Government Accounting,Head Office,2003-09-08 21:00:00,2004-10-09 02:50:36.835,2037-07-19 21:00:00,Confirmed,https://placehold.co/ardhil-hali-75.pdf,https://placehold.co/confirmation-75.pdf,https://placehold.co/contract-75.pdf,https://placehold.co/birth-cert-75.pdf,cmd06xe2j0008e6bqqpmbs9bv
emp_076,emp_entity_76,Budget Analyst Fatma Juma,Female,https://placehold.co/150x150.png?text=BA,1987-11-21 21:00:00,Mkoani,Kusini Unguja,Tanzania,1906850760,0777-661921,"P.O. Box 1392, Kizimbani, Zanzibar",ZSSF076,PAY0076,Principal Budget Officer,ZPS 6.1,Ofisi ya Mhasibu Mkuu wa Serikali,Budget Analysis,Permanent,Full-time,2024-02-06 21:00:00,Director of Budget Analysis,Head Office,2024-02-06 21:00:00,2026-01-31 12:09:34.436,2047-11-21 21:00:00,Confirmed,https://placehold.co/ardhil-hali-76.pdf,https://placehold.co/confirmation-76.pdf,https://placehold.co/contract-76.pdf,https://placehold.co/birth-cert-76.pdf,cmd06xe2j0008e6bqqpmbs9bv
emp_077,emp_entity_77,Financial Controller Said,Male,https://placehold.co/150x150.png?text=FC,1972-10-06 21:00:00,Bububu,Kusini Unguja,Tanzania,1907900770,0777-547427,"P.O. Box 2203, Wete, Zanzibar",ZSSF077,PAY0077,Financial Controller,ZPS 5.2,Ofisi ya Mhasibu Mkuu wa Serikali,Financial Control,Permanent,Full-time,2011-10-24 21:00:00,Director of Financial Control,Head Office,2011-10-24 21:00:00,2012-11-11 07:42:44.697,2032-10-06 21:00:00,Confirmed,https://placehold.co/ardhil-hali-77.pdf,https://placehold.co/confirmation-77.pdf,https://placehold.co/contract-77.pdf,https://placehold.co/birth-cert-77.pdf,cmd06xe2j0008e6bqqpmbs9bv
emp_078,emp_entity_78,Chief Archivist Dr. Mwanajuma,Female,https://placehold.co/150x150.png?text=CA,1959-12-18 21:00:00,Mkoani,Kusini Unguja,Tanzania,1906870780,0777-334903,"P.O. Box 4701, Stone Town, Zanzibar",ZSSF078,PAY0078,Chief Archivist,ZPS 6.2,TAASISI YA NYARAKA NA KUMBUKUMBU,Archives Management,Permanent,Full-time,1989-09-02 21:00:00,Director of Archives Management,Head Office,1989-09-02 21:00:00,1991-07-13 16:25:20.096,2019-12-18 21:00:00,Confirmed,https://placehold.co/ardhil-hali-78.pdf,https://placehold.co/confirmation-78.pdf,https://placehold.co/contract-78.pdf,https://placehold.co/birth-cert-78.pdf,cmd06xe2m0009e6bq0ps9u9ut
emp_080,emp_entity_80,Librarian Amina Omar,Female,https://placehold.co/150x150.png?text=LA,1983-05-02 21:00:00,Vitongoji,Kaskazini Pemba,Tanzania,1908970800,0777-787558,"P.O. Box 8998, Bububu, Zanzibar",ZSSF080,PAY0080,Research Librarian,ZPS 4.1,TAASISI YA NYARAKA NA KUMBUKUMBU,Research Services,Permanent,Full-time,2018-06-25 21:00:00,Director of Research Services,Head Office,2018-06-25 21:00:00,,2043-05-02 21:00:00,On Probation,https://placehold.co/ardhil-hali-80.pdf,,https://placehold.co/contract-80.pdf,https://placehold.co/birth-cert-80.pdf,cmd06xe2m0009e6bq0ps9u9ut
emp_081,emp_entity_81,Economist Dr. Omar Juma,Male,https://placehold.co/150x150.png?text=ED,1970-04-08 21:00:00,Wete,Kusini Unguja,Tanzania,1905890810,0777-723541,"P.O. Box 7399, Wete, Zanzibar",ZSSF081,PAY0081,Chief Economist,ZPS 7.2,"AFISI YA RAISI KAZI, UCHUMI NA UWEKEZAJI",Economic Policy,Permanent,Full-time,1995-03-21 21:00:00,Director of Economic Policy,Head Office,1995-03-21 21:00:00,1996-08-26 10:58:07.614,2030-04-08 21:00:00,Confirmed,https://placehold.co/ardhil-hali-81.pdf,https://placehold.co/confirmation-81.pdf,https://placehold.co/contract-81.pdf,https://placehold.co/birth-cert-81.pdf,cmd06xe2o000ae6bquqbkbg4z
emp_082,emp_entity_82,Investment Analyst Zeinab,Female,https://placehold.co/150x150.png?text=IA,1971-04-30 21:00:00,Mkoani,Kusini Pemba,Tanzania,1906940820,0777-949092,"P.O. Box 2017, Mkoani, Zanzibar",ZSSF082,PAY0082,Senior Investment Officer,ZPS 5.2,"AFISI YA RAISI KAZI, UCHUMI NA UWEKEZAJI",Investment Promotion,Permanent,Full-time,2004-10-13 21:00:00,Director of Investment Promotion,Head Office,2004-10-13 21:00:00,2005-12-08 13:45:52.012,2031-04-30 21:00:00,Confirmed,https://placehold.co/ardhil-hali-82.pdf,https://placehold.co/confirmation-82.pdf,https://placehold.co/contract-82.pdf,https://placehold.co/birth-cert-82.pdf,cmd06xe2o000ae6bquqbkbg4z
emp_083,emp_entity_83,Statistics Officer Ahmed,Male,https://placehold.co/150x150.png?text=SO,1967-01-14 21:00:00,Vitongoji,Kaskazini Unguja,Tanzania,1907990830,0777-162075,"P.O. Box 1915, Nungwi, Zanzibar",ZSSF083,PAY0083,Principal Statistician,ZPS 5.1,"AFISI YA RAISI KAZI, UCHUMI NA UWEKEZAJI",Economic Statistics,Permanent,Full-time,1996-04-06 21:00:00,Director of Economic Statistics,Head Office,1996-04-06 21:00:00,1997-06-28 08:17:12.41,2027-01-14 21:00:00,Confirmed,https://placehold.co/ardhil-hali-83.pdf,https://placehold.co/confirmation-83.pdf,https://placehold.co/contract-83.pdf,https://placehold.co/birth-cert-83.pdf,cmd06xe2o000ae6bquqbkbg4z
emp_084,emp_entity_84,Tourism Expert Dr. Hassan,Male,https://placehold.co/150x150.png?text=TE,1962-04-24 21:00:00,Mahonda,Kusini Pemba,Tanzania,1905910840,0777-810515,"P.O. Box 6866, Bububu, Zanzibar",ZSSF084,PAY0084,Director General,ZPS 7.2,KAMISHENI YA UTALII ZANZIBAR,Tourism Development,Permanent,Full-time,2001-07-07 21:00:00,Director of Tourism Development,Head Office,2001-07-07 21:00:00,2003-01-17 12:31:12.526,2022-04-24 21:00:00,Confirmed,https://placehold.co/ardhil-hali-84.pdf,https://placehold.co/confirmation-84.pdf,https://placehold.co/contract-84.pdf,https://placehold.co/birth-cert-84.pdf,cmd06xe2r000be6bqrqhwhbq1
emp_085,emp_entity_85,Marketing Manager Fatma,Female,https://placehold.co/150x150.png?text=MM,1952-09-30 21:00:00,Mahonda,Kaskazini Pemba,Tanzania,1906960850,0777-329294,"P.O. Box 9274, Mkoani, Zanzibar",ZSSF085,PAY0085,Marketing Director,ZPS 6.1,KAMISHENI YA UTALII ZANZIBAR,Tourism Marketing,Permanent,Full-time,1989-04-02 21:00:00,Director of Tourism Marketing,Head Office,1989-04-02 21:00:00,1991-02-15 05:48:54.748,2012-09-30 21:00:00,Confirmed,https://placehold.co/ardhil-hali-85.pdf,https://placehold.co/confirmation-85.pdf,https://placehold.co/contract-85.pdf,https://placehold.co/birth-cert-85.pdf,cmd06xe2r000be6bqrqhwhbq1
